t,x0,x1,x2,x3,x4,x5,x6,x7
5.332266807556152344e+00,2.722432017326354980e-01,-7.404454052448272705e-02,2.122500352561473846e-02,-1.583753153681755066e-02,4.256162643432617188e-01,-7.623169571161270142e-02,3.341441452503204346e-01,-7.776830345392227173e-02
5.333266735076904297e+00,2.721691429615020752e-01,-7.402448356151580811e-02,2.120916545391082764e-02,-1.582571677863597870e-02,4.255400300025939941e-01,-7.621785253286361694e-02,3.340663909912109375e-01,-7.775013148784637451e-02
5.334266662597656250e+00,2.720951139926910400e-01,-7.400443404912948608e-02,2.119334042072296143e-02,-1.581390947103500366e-02,4.254638254642486572e-01,-7.620400935411453247e-02,3.339886367321014404e-01,-7.773196697235107422e-02
5.335266590118408203e+00,2.720211148262023926e-01,-7.398439198732376099e-02,2.117752656340599060e-02,-1.580211147665977478e-02,4.253876209259033203e-01,-7.619017362594604492e-02,3.339109122753143311e-01,-7.771380245685577393e-02
5.336266994476318359e+00,2.719471156597137451e-01,-7.396434992551803589e-02,2.116172388195991516e-02,-1.579032279551029205e-02,4.253114163875579834e-01,-7.617633789777755737e-02,3.338331878185272217e-01,-7.769564539194107056e-02
5.337266921997070312e+00,2.718731462955474854e-01,-7.394431531429290771e-02,2.114593423902988434e-02,-1.577854156494140625e-02,4.252352416515350342e-01,-7.616250216960906982e-02,3.337554931640625000e-01,-7.767748832702636719e-02
5.338266849517822266e+00,2.717992067337036133e-01,-7.392428815364837646e-02,2.113015577197074890e-02,-1.576676964759826660e-02,4.251590669155120850e-01,-7.614867389202117920e-02,3.336778283119201660e-01,-7.765933871269226074e-02
5.339266777038574219e+00,2.717252969741821289e-01,-7.390426099300384521e-02,2.111438848078250885e-02,-1.575500704348087311e-02,4.250829219818115234e-01,-7.613484561443328857e-02,3.336001634597778320e-01,-7.764119654893875122e-02
5.340267181396484375e+00,2.716513872146606445e-01,-7.388424128293991089e-02,2.109863422811031342e-02,-1.574325375258922577e-02,4.250067770481109619e-01,-7.612101733684539795e-02,3.335225284099578857e-01,-7.762305438518524170e-02
5.341267108917236328e+00,2.715775072574615479e-01,-7.386422902345657349e-02,2.108289115130901337e-02,-1.573150791227817535e-02,4.249306619167327881e-01,-7.610719650983810425e-02,3.334448933601379395e-01,-7.760491967201232910e-02
5.342267036437988281e+00,2.715036571025848389e-01,-7.384422421455383301e-02,2.106715925037860870e-02,-1.571977138519287109e-02,4.248545467853546143e-01,-7.609337568283081055e-02,3.333672881126403809e-01,-7.758678495883941650e-02
5.343266963958740234e+00,2.714298069477081299e-01,-7.382421940565109253e-02,2.105144038796424866e-02,-1.570804417133331299e-02,4.247784614562988281e-01,-7.607955485582351685e-02,3.332897126674652100e-01,-7.756865769624710083e-02
5.344267368316650391e+00,2.713559865951538086e-01,-7.380422204732894897e-02,2.103573270142078400e-02,-1.569632440805435181e-02,4.247023761272430420e-01,-7.606574147939682007e-02,3.332121372222900391e-01,-7.755053788423538208e-02
5.345267295837402344e+00,2.712821960449218750e-01,-7.378423213958740234e-02,2.102003619074821472e-02,-1.568461395800113678e-02,4.246263206005096436e-01,-7.605192810297012329e-02,3.331345915794372559e-01,-7.753241807222366333e-02
5.346267223358154297e+00,2.712084054946899414e-01,-7.376424223184585571e-02,2.100435085594654083e-02,-1.567291282117366791e-02,4.245502650737762451e-01,-7.603811472654342651e-02,3.330570459365844727e-01,-7.751430571079254150e-02
5.347267150878906250e+00,2.711346447467803955e-01,-7.374425977468490601e-02,2.098867855966091156e-02,-1.566121913492679596e-02,4.244742393493652344e-01,-7.602430880069732666e-02,3.329795300960540771e-01,-7.749619334936141968e-02
5.348267555236816406e+00,2.710609138011932373e-01,-7.372428476810455322e-02,2.097301743924617767e-02,-1.564953476190567017e-02,4.243982136249542236e-01,-7.601050287485122681e-02,3.329020440578460693e-01,-7.747808843851089478e-02
5.349267482757568359e+00,2.709871828556060791e-01,-7.370431721210479736e-02,2.095736749470233917e-02,-1.563785970211029053e-02,4.243222177028656006e-01,-7.599670439958572388e-02,3.328245580196380615e-01,-7.745998352766036987e-02
5.350267410278320312e+00,2.709134817123413086e-01,-7.368434965610504150e-02,2.094172872602939606e-02,-1.562619395554065704e-02,4.242462217807769775e-01,-7.598290592432022095e-02,3.327471017837524414e-01,-7.744188606739044189e-02
5.351267337799072266e+00,2.708398103713989258e-01,-7.366438955068588257e-02,2.092610299587249756e-02,-1.561453565955162048e-02,4.241702258586883545e-01,-7.596910744905471802e-02,3.326696455478668213e-01,-7.742378860712051392e-02
5.352267742156982422e+00,2.707661390304565430e-01,-7.364443689584732056e-02,2.091048844158649445e-02,-1.560288667678833008e-02,4.240942597389221191e-01,-7.595531642436981201e-02,3.325922191143035889e-01,-7.740569859743118286e-02
5.353267669677734375e+00,2.706924974918365479e-01,-7.362449169158935547e-02,2.089488506317138672e-02,-1.559124607592821121e-02,4.240182936191558838e-01,-7.594152539968490601e-02,3.325148224830627441e-01,-7.738761603832244873e-02
5.354267597198486328e+00,2.706188857555389404e-01,-7.360454648733139038e-02,2.087929472327232361e-02,-1.557961385697126389e-02,4.239423573017120361e-01,-7.592773437500000000e-02,3.324374258518218994e-01,-7.736953347921371460e-02
5.355268001556396484e+00,2.705452740192413330e-01,-7.358460873365402222e-02,2.086371555924415588e-02,-1.556799095124006271e-02,4.238664209842681885e-01,-7.591395080089569092e-02,3.323600590229034424e-01,-7.735145837068557739e-02
5.356267929077148438e+00,2.704716920852661133e-01,-7.356467843055725098e-02,2.084814757108688354e-02,-1.555637642741203308e-02,4.237905144691467285e-01,-7.590016722679138184e-02,3.322827219963073730e-01,-7.733338326215744019e-02
5.357267856597900391e+00,2.703981399536132812e-01,-7.354474812746047974e-02,2.083259075880050659e-02,-1.554477028548717499e-02,4.237146079540252686e-01,-7.588638365268707275e-02,3.322053849697113037e-01,-7.731531560420989990e-02
5.358267784118652344e+00,2.703245878219604492e-01,-7.352482527494430542e-02,2.081704512238502502e-02,-1.553317345678806305e-02,4.236387312412261963e-01,-7.587260752916336060e-02,3.321280777454376221e-01,-7.729725539684295654e-02
5.359268188476562500e+00,2.702510654926300049e-01,-7.350490987300872803e-02,2.080151252448558807e-02,-1.552158500999212265e-02,4.235628545284271240e-01,-7.585883140563964844e-02,3.320507705211639404e-01,-7.727919518947601318e-02
5.360268115997314453e+00,2.701775729656219482e-01,-7.348500192165374756e-02,2.078599110245704651e-02,-1.551000494509935379e-02,4.234870076179504395e-01,-7.584505528211593628e-02,3.319734930992126465e-01,-7.726114243268966675e-02
5.361268043518066406e+00,2.701040804386138916e-01,-7.346509397029876709e-02,2.077048085629940033e-02,-1.549843326210975647e-02,4.234111607074737549e-01,-7.583128660917282104e-02,3.318962454795837402e-01,-7.724308967590332031e-02
5.362267971038818359e+00,2.700306177139282227e-01,-7.344519346952438354e-02,2.075498178601264954e-02,-1.548687089234590530e-02,4.233353435993194580e-01,-7.581751793622970581e-02,3.318189978599548340e-01,-7.722504436969757080e-02
5.363268375396728516e+00,2.699571847915649414e-01,-7.342530041933059692e-02,2.073949575424194336e-02,-1.547531690448522568e-02,4.232595264911651611e-01,-7.580375671386718750e-02,3.317417800426483154e-01,-7.720699906349182129e-02
5.364268302917480469e+00,2.698837518692016602e-01,-7.340540736913681030e-02,2.072402089834213257e-02,-1.546377129852771759e-02,4.231837093830108643e-01,-7.578999549150466919e-02,3.316645622253417969e-01,-7.718896120786666870e-02
5.365268230438232422e+00,2.698103487491607666e-01,-7.338552176952362061e-02,2.070855721831321716e-02,-1.545223407447338104e-02,4.231079220771789551e-01,-7.577623426914215088e-02,3.315873742103576660e-01,-7.717093080282211304e-02
5.366268157958984375e+00,2.697369754314422607e-01,-7.336564362049102783e-02,2.069310471415519714e-02,-1.544070616364479065e-02,4.230321347713470459e-01,-7.576248049736022949e-02,3.315102159976959229e-01,-7.715290039777755737e-02
5.367268562316894531e+00,2.696636021137237549e-01,-7.334577292203903198e-02,2.067766338586807251e-02,-1.542918663471937180e-02,4.229563772678375244e-01,-7.574872672557830811e-02,3.314330577850341797e-01,-7.713487744331359863e-02
5.368268489837646484e+00,2.695902585983276367e-01,-7.332590222358703613e-02,2.066223509609699249e-02,-1.541767548769712448e-02,4.228806197643280029e-01,-7.573497295379638672e-02,3.313559293746948242e-01,-7.711685448884963989e-02
5.369268417358398438e+00,2.695169448852539062e-01,-7.330603897571563721e-02,2.064681798219680786e-02,-1.540617272257804871e-02,4.228048920631408691e-01,-7.572121918201446533e-02,3.312788009643554688e-01,-7.709883898496627808e-02
5.370268344879150391e+00,2.694436311721801758e-01,-7.328618317842483521e-02,2.063141204416751862e-02,-1.539467927068471909e-02,4.227291643619537354e-01,-7.570747286081314087e-02,3.312017023563385010e-01,-7.708082348108291626e-02
5.371268749237060547e+00,2.693703472614288330e-01,-7.326632738113403320e-02,2.061601728200912476e-02,-1.538319420069456100e-02,4.226534664630889893e-01,-7.569372653961181641e-02,3.311246335506439209e-01,-7.706281542778015137e-02
5.372268676757812500e+00,2.692970931529998779e-01,-7.324647903442382812e-02,2.060063369572162628e-02,-1.537171751260757446e-02,4.225777685642242432e-01,-7.567998766899108887e-02,3.310475647449493408e-01,-7.704481482505798340e-02
5.373268604278564453e+00,2.692238390445709229e-01,-7.322663813829421997e-02,2.058526128530502319e-02,-1.536024920642375946e-02,4.225021004676818848e-01,-7.566624879837036133e-02,3.309705257415771484e-01,-7.702681422233581543e-02
5.374268531799316406e+00,2.691506147384643555e-01,-7.320680469274520874e-02,2.056990191340446472e-02,-1.534878928214311600e-02,4.224264323711395264e-01,-7.565250992774963379e-02,3.308934867382049561e-01,-7.700882107019424438e-02
5.375268936157226562e+00,2.690774202346801758e-01,-7.318697124719619751e-02,2.055455371737480164e-02,-1.533733867108821869e-02,4.223507940769195557e-01,-7.563877850770950317e-02,3.308164775371551514e-01,-7.699082791805267334e-02
5.376268863677978516e+00,2.690042257308959961e-01,-7.316714525222778320e-02,2.053921669721603394e-02,-1.532589644193649292e-02,4.222751557826995850e-01,-7.562504708766937256e-02,3.307394981384277344e-01,-7.697284221649169922e-02
5.377268791198730469e+00,2.689310610294342041e-01,-7.314732670783996582e-02,2.052389085292816162e-02,-1.531446259468793869e-02,4.221995174884796143e-01,-7.561131566762924194e-02,3.306625187397003174e-01,-7.695485651493072510e-02
5.378268718719482422e+00,2.688579261302947998e-01,-7.312750816345214844e-02,2.050857618451118469e-02,-1.530303712934255600e-02,4.221239089965820312e-01,-7.559759169816970825e-02,3.305855691432952881e-01,-7.693687826395034790e-02
5.379269123077392578e+00,2.687847912311553955e-01,-7.310769706964492798e-02,2.049327269196510315e-02,-1.529162004590034485e-02,4.220483005046844482e-01,-7.558386772871017456e-02,3.305086195468902588e-01,-7.691890001296997070e-02
5.380269050598144531e+00,2.687116861343383789e-01,-7.308789342641830444e-02,2.047798037528991699e-02,-1.528021134436130524e-02,4.219727218151092529e-01,-7.557014375925064087e-02,3.304316997528076172e-01,-7.690092921257019043e-02
5.381268978118896484e+00,2.686386108398437500e-01,-7.306809723377227783e-02,2.046269923448562622e-02,-1.526881102472543716e-02,4.218971431255340576e-01,-7.555642724037170410e-02,3.303548097610473633e-01,-7.688296586275100708e-02
5.382268905639648438e+00,2.685655355453491211e-01,-7.304830104112625122e-02,2.044743113219738007e-02,-1.525742001831531525e-02,4.218215942382812500e-01,-7.554271072149276733e-02,3.302779197692871094e-01,-7.686500251293182373e-02
5.383269309997558594e+00,2.684924900531768799e-01,-7.302851229906082153e-02,2.043217420578002930e-02,-1.524603739380836487e-02,4.217460453510284424e-01,-7.552899420261383057e-02,3.302010595798492432e-01,-7.684704661369323730e-02
5.384269237518310547e+00,2.684194743633270264e-01,-7.300873100757598877e-02,2.041692845523357391e-02,-1.523466315120458603e-02,4.216705262660980225e-01,-7.551528513431549072e-02,3.301241993904113770e-01,-7.682909071445465088e-02
5.385269165039062500e+00,2.683464586734771729e-01,-7.298894971609115601e-02,2.040169388055801392e-02,-1.522329729050397873e-02,4.215950071811676025e-01,-7.550157606601715088e-02,3.300473690032958984e-01,-7.681114226579666138e-02
5.386269092559814453e+00,2.682734727859497070e-01,-7.296917587518692017e-02,2.038647048175334930e-02,-1.521193981170654297e-02,4.215195178985595703e-01,-7.548787444829940796e-02,3.299705684185028076e-01,-7.679319381713867188e-02
5.387269496917724609e+00,2.682005167007446289e-01,-7.294940948486328125e-02,2.037125825881958008e-02,-1.520059071481227875e-02,4.214440286159515381e-01,-7.547417283058166504e-02,3.298937678337097168e-01,-7.677525281906127930e-02
5.388269424438476562e+00,2.681275606155395508e-01,-7.292964309453964233e-02,2.035605721175670624e-02,-1.518924999982118607e-02,4.213685691356658936e-01,-7.546047121286392212e-02,3.298169970512390137e-01,-7.675731927156448364e-02
5.389269351959228516e+00,2.680546343326568604e-01,-7.290988415479660034e-02,2.034086734056472778e-02,-1.517791766673326492e-02,4.212931096553802490e-01,-7.544677704572677612e-02,3.297402262687683105e-01,-7.673938572406768799e-02
5.390269279479980469e+00,2.679817378520965576e-01,-7.289013266563415527e-02,2.032568864524364471e-02,-1.516659371554851532e-02,4.212176501750946045e-01,-7.543308287858963013e-02,3.296634852886199951e-01,-7.672145962715148926e-02
5.391269683837890625e+00,2.679088413715362549e-01,-7.287038862705230713e-02,2.031052112579345703e-02,-1.515527814626693726e-02,4.211422204971313477e-01,-7.541938871145248413e-02,3.295867741107940674e-01,-7.670353353023529053e-02
5.392269611358642578e+00,2.678359746932983398e-01,-7.285064458847045898e-02,2.029536664485931396e-02,-1.514397189021110535e-02,4.210667908191680908e-01,-7.540570199489593506e-02,3.295100629329681396e-01,-7.668561488389968872e-02
5.393269538879394531e+00,2.677631378173828125e-01,-7.283090800046920776e-02,2.028022333979606628e-02,-1.513267401605844498e-02,4.209913909435272217e-01,-7.539201527833938599e-02,3.294333815574645996e-01,-7.666770368814468384e-02
5.394269943237304688e+00,2.676903009414672852e-01,-7.281117886304855347e-02,2.026509121060371399e-02,-1.512138452380895615e-02,4.209159910678863525e-01,-7.537832856178283691e-02,3.293567001819610596e-01,-7.664979249238967896e-02
5.395269870758056641e+00,2.676174938678741455e-01,-7.279144972562789917e-02,2.024997025728225708e-02,-1.511010341346263885e-02,4.208406209945678711e-01,-7.536464929580688477e-02,3.292800486087799072e-01,-7.663188874721527100e-02
5.396269798278808594e+00,2.675447165966033936e-01,-7.277172803878784180e-02,2.023486047983169556e-02,-1.509883068501949310e-02,4.207652509212493896e-01,-7.535097002983093262e-02,3.292034268379211426e-01,-7.661398500204086304e-02
5.397269725799560547e+00,2.674719393253326416e-01,-7.275201380252838135e-02,2.021976187825202942e-02,-1.508756633847951889e-02,4.206899106502532959e-01,-7.533729076385498047e-02,3.291268050670623779e-01,-7.659608870744705200e-02
5.398270130157470703e+00,2.673991918563842773e-01,-7.273230701684951782e-02,2.020467445254325867e-02,-1.507631037384271622e-02,4.206145703792572021e-01,-7.532361894845962524e-02,3.290502130985260010e-01,-7.657819241285324097e-02
5.399270057678222656e+00,2.673264741897583008e-01,-7.271260023117065430e-02,2.018959820270538330e-02,-1.506506279110908508e-02,4.205392599105834961e-01,-7.530994713306427002e-02,3.289736211299896240e-01,-7.656030356884002686e-02
5.400269985198974609e+00,2.672537565231323242e-01,-7.269290089607238770e-02,2.017453312873840332e-02,-1.505382359027862549e-02,4.204639494419097900e-01,-7.529627531766891479e-02,3.288970589637756348e-01,-7.654241472482681274e-02
5.401269912719726562e+00,2.671810686588287354e-01,-7.267320901155471802e-02,2.015947923064231873e-02,-1.504259277135133743e-02,4.203886389732360840e-01,-7.528261095285415649e-02,3.288205265998840332e-01,-7.652453333139419556e-02
5.402270317077636719e+00,2.671083807945251465e-01,-7.265351712703704834e-02,2.014443650841712952e-02,-1.503137033432722092e-02,4.203133583068847656e-01,-7.526894658803939819e-02,3.287439942359924316e-01,-7.650665938854217529e-02
5.403270244598388672e+00,2.670357227325439453e-01,-7.263383269309997559e-02,2.012940496206283569e-02,-1.502015627920627594e-02,4.202380776405334473e-01,-7.525528222322463989e-02,3.286674916744232178e-01,-7.648878544569015503e-02
5.404270172119140625e+00,2.669630944728851318e-01,-7.261415570974349976e-02,2.011438459157943726e-02,-1.500895060598850250e-02,4.201628267765045166e-01,-7.524162530899047852e-02,3.285909891128540039e-01,-7.647091895341873169e-02
5.405270099639892578e+00,2.668904662132263184e-01,-7.259448617696762085e-02,2.009937539696693420e-02,-1.499775331467390060e-02,4.200875759124755859e-01,-7.522796839475631714e-02,3.285145163536071777e-01,-7.645305246114730835e-02
5.406270503997802734e+00,2.668178677558898926e-01,-7.257481664419174194e-02,2.008437737822532654e-02,-1.498656440526247025e-02,4.200123548507690430e-01,-7.521431148052215576e-02,3.284380733966827393e-01,-7.643519341945648193e-02
5.407270431518554688e+00,2.667452991008758545e-01,-7.255515456199645996e-02,2.006939053535461426e-02,-1.497538387775421143e-02,4.199371337890625000e-01,-7.520066201686859131e-02,3.283616304397583008e-01,-7.641733437776565552e-02
5.408270359039306641e+00,2.666727304458618164e-01,-7.253549993038177490e-02,2.005441486835479736e-02,-1.496421080082654953e-02,4.198619425296783447e-01,-7.518701255321502686e-02,3.282852172851562500e-01,-7.639948278665542603e-02
5.409270286560058594e+00,2.666001915931701660e-01,-7.251584529876708984e-02,2.003945037722587585e-02,-1.495304610580205917e-02,4.197867512702941895e-01,-7.517337054014205933e-02,3.282088041305541992e-01,-7.638163864612579346e-02
5.410270690917968750e+00,2.665276825428009033e-01,-7.249619811773300171e-02,2.002449706196784973e-02,-1.494188979268074036e-02,4.197115898132324219e-01,-7.515972852706909180e-02,3.281324207782745361e-01,-7.636379450559616089e-02
5.411270618438720703e+00,2.664551734924316406e-01,-7.247655838727951050e-02,2.000955492258071899e-02,-1.493074186146259308e-02,4.196364283561706543e-01,-7.514608651399612427e-02,3.280560672283172607e-01,-7.634595781564712524e-02
5.412270545959472656e+00,2.663826942443847656e-01,-7.245691865682601929e-02,1.999462395906448364e-02,-1.491960231214761734e-02,4.195612967014312744e-01,-7.513245195150375366e-02,3.279797136783599854e-01,-7.632812112569808960e-02
5.413270473480224609e+00,2.663102447986602783e-01,-7.243728637695312500e-02,1.997970417141914368e-02,-1.490847114473581314e-02,4.194861650466918945e-01,-7.511881738901138306e-02,3.279033899307250977e-01,-7.631029188632965088e-02
5.414270877838134766e+00,2.662377953529357910e-01,-7.241766154766082764e-02,1.996479555964469910e-02,-1.489734835922718048e-02,4.194110333919525146e-01,-7.510518282651901245e-02,3.278270661830902100e-01,-7.629246264696121216e-02
5.415270805358886719e+00,2.661653757095336914e-01,-7.239804416894912720e-02,1.994989812374114990e-02,-1.488623395562171936e-02,4.193359315395355225e-01,-7.509155571460723877e-02,3.277507722377777100e-01,-7.627464085817337036e-02
5.416270732879638672e+00,2.660929858684539795e-01,-7.237842679023742676e-02,1.993501186370849609e-02,-1.487512793391942978e-02,4.192608296871185303e-01,-7.507792860269546509e-02,3.276745080947875977e-01,-7.625681906938552856e-02
5.417270660400390625e+00,2.660205960273742676e-01,-7.235881686210632324e-02,1.992013677954673767e-02,-1.486403029412031174e-02,4.191857576370239258e-01,-7.506430149078369141e-02,3.275982439517974854e-01,-7.623900473117828369e-02
5.418271064758300781e+00,2.659482359886169434e-01,-7.233921438455581665e-02,1.990527287125587463e-02,-1.485294103622436523e-02,4.191106855869293213e-01,-7.505068182945251465e-02,3.275220096111297607e-01,-7.622119784355163574e-02
5.419270992279052734e+00,2.658759057521820068e-01,-7.231961190700531006e-02,1.989042013883590698e-02,-1.484186016023159027e-02,4.190356433391571045e-01,-7.503706216812133789e-02,3.274457752704620361e-01,-7.620339095592498779e-02
5.420270919799804688e+00,2.658035755157470703e-01,-7.230001688003540039e-02,1.987557858228683472e-02,-1.483078766614198685e-02,4.189606010913848877e-01,-7.502344250679016113e-02,3.273695707321166992e-01,-7.618559151887893677e-02
5.421270847320556641e+00,2.657312750816345215e-01,-7.228042930364608765e-02,1.986074820160865784e-02,-1.481972262263298035e-02,4.188855886459350586e-01,-7.500983029603958130e-02,3.272933959960937500e-01,-7.616779208183288574e-02
5.422271251678466797e+00,2.656590044498443604e-01,-7.226084172725677490e-02,1.984592899680137634e-02,-1.480866596102714539e-02,4.188105762004852295e-01,-7.499621808528900146e-02,3.272172212600708008e-01,-7.615000009536743164e-02
5.423271179199218750e+00,2.655867338180541992e-01,-7.224126160144805908e-02,1.983112096786499023e-02,-1.479761768132448196e-02,4.187355935573577881e-01,-7.498260587453842163e-02,3.271410763263702393e-01,-7.613220810890197754e-02
5.424271106719970703e+00,2.655144929885864258e-01,-7.222168892621994019e-02,1.981632411479949951e-02,-1.478657778352499008e-02,4.186606109142303467e-01,-7.496900111436843872e-02,3.270649313926696777e-01,-7.611442357301712036e-02
5.425271034240722656e+00,2.654422819614410400e-01,-7.220212370157241821e-02,1.980153843760490417e-02,-1.477554626762866974e-02,4.185856282711029053e-01,-7.495539635419845581e-02,3.269888162612915039e-01,-7.609664648771286011e-02
5.426271438598632812e+00,2.653700709342956543e-01,-7.218255847692489624e-02,1.978676207363605499e-02,-1.476452313363552094e-02,4.185106754302978516e-01,-7.494179159402847290e-02,3.269127309322357178e-01,-7.607886940240859985e-02
5.427271366119384766e+00,2.652978897094726562e-01,-7.216300070285797119e-02,1.977199688553810120e-02,-1.475350838154554367e-02,4.184357225894927979e-01,-7.492819428443908691e-02,3.268366456031799316e-01,-7.606109976768493652e-02
5.428271293640136719e+00,2.652257382869720459e-01,-7.214345037937164307e-02,1.975724287331104279e-02,-1.474250108003616333e-02,4.183607995510101318e-01,-7.491459697484970093e-02,3.267605900764465332e-01,-7.604333013296127319e-02
5.429271697998046875e+00,2.651535868644714355e-01,-7.212390005588531494e-02,1.974250003695487976e-02,-1.473150216042995453e-02,4.182858765125274658e-01,-7.490099966526031494e-02,3.266845345497131348e-01,-7.602556794881820679e-02
5.430271625518798828e+00,2.650814652442932129e-01,-7.210435718297958374e-02,1.972776837646961212e-02,-1.472051162272691727e-02,4.182109832763671875e-01,-7.488740980625152588e-02,3.266085088253021240e-01,-7.600780576467514038e-02
5.431271553039550781e+00,2.650093734264373779e-01,-7.208482176065444946e-02,1.971304789185523987e-02,-1.470952946692705154e-02,4.181360900402069092e-01,-7.487381994724273682e-02,3.265325129032135010e-01,-7.599005103111267090e-02
5.432271480560302734e+00,2.649372816085815430e-01,-7.206529378890991211e-02,1.969833858311176300e-02,-1.469855569303035736e-02,4.180612266063690186e-01,-7.486023753881454468e-02,3.264565169811248779e-01,-7.597230374813079834e-02
5.433271884918212891e+00,2.648652195930480957e-01,-7.204576581716537476e-02,1.968364045023918152e-02,-1.468758936971426010e-02,4.179863631725311279e-01,-7.484665513038635254e-02,3.263805508613586426e-01,-7.595455646514892578e-02
5.434271812438964844e+00,2.647931873798370361e-01,-7.202624529600143433e-02,1.966895349323749542e-02,-1.467663142830133438e-02,4.179115295410156250e-01,-7.483307272195816040e-02,3.263045847415924072e-01,-7.593681663274765015e-02
5.435271739959716797e+00,2.647211551666259766e-01,-7.200673222541809082e-02,1.965427771210670471e-02,-1.466568186879158020e-02,4.178366959095001221e-01,-7.481949776411056519e-02,3.262286484241485596e-01,-7.591907680034637451e-02
5.436271667480468750e+00,2.646491527557373047e-01,-7.198721915483474731e-02,1.963961124420166016e-02,-1.465474069118499756e-02,4.177618622779846191e-01,-7.480592280626296997e-02,3.261527419090270996e-01,-7.590134441852569580e-02
5.437272071838378906e+00,2.645771801471710205e-01,-7.196771353483200073e-02,1.962495595216751099e-02,-1.464380789548158646e-02,4.176870584487915039e-01,-7.479234784841537476e-02,3.260768353939056396e-01,-7.588361203670501709e-02
5.438271999359130859e+00,2.645052075386047363e-01,-7.194821536540985107e-02,1.961031183600425720e-02,-1.463288255035877228e-02,4.176122546195983887e-01,-7.477878034114837646e-02,3.260009586811065674e-01,-7.586588710546493530e-02
5.439271926879882812e+00,2.644332647323608398e-01,-7.192871719598770142e-02,1.959567889571189880e-02,-1.462196558713912964e-02,4.175374805927276611e-01,-7.476521283388137817e-02,3.259250819683074951e-01,-7.584816962480545044e-02
5.440271854400634766e+00,2.643613219261169434e-01,-7.190922647714614868e-02,1.958105713129043579e-02,-1.461105700582265854e-02,4.174627065658569336e-01,-7.475164532661437988e-02,3.258492350578308105e-01,-7.583045214414596558e-02
5.441272258758544922e+00,2.642894089221954346e-01,-7.188974320888519287e-02,1.956644654273986816e-02,-1.460015680640935898e-02,4.173879623413085938e-01,-7.473807781934738159e-02,3.257734179496765137e-01,-7.581274211406707764e-02
5.442272186279296875e+00,2.642175257205963135e-01,-7.187026739120483398e-02,1.955184713006019592e-02,-1.458926405757665634e-02,4.173132181167602539e-01,-7.472451776266098022e-02,3.256976008415222168e-01,-7.579503208398818970e-02
5.443272113800048828e+00,2.641456425189971924e-01,-7.185079157352447510e-02,1.953725703060626984e-02,-1.457837969064712524e-02,4.172385036945343018e-01,-7.471095770597457886e-02,3.256218135356903076e-01,-7.577732950448989868e-02
5.444272041320800781e+00,2.640737891197204590e-01,-7.183132320642471313e-02,1.952267810702323914e-02,-1.456750370562076569e-02,4.171637892723083496e-01,-7.469740509986877441e-02,3.255460262298583984e-01,-7.575962692499160767e-02
5.445272445678710938e+00,2.640019655227661133e-01,-7.181186228990554810e-02,1.950811035931110382e-02,-1.455663517117500305e-02,4.170891046524047852e-01,-7.468385249376296997e-02,3.254702687263488770e-01,-7.574193179607391357e-02
5.446272373199462891e+00,2.639301419258117676e-01,-7.179240137338638306e-02,1.949355378746986389e-02,-1.454577501863241196e-02,4.170144200325012207e-01,-7.467029988765716553e-02,3.253945410251617432e-01,-7.572423666715621948e-02
5.447272300720214844e+00,2.638583481311798096e-01,-7.177294790744781494e-02,1.947900839149951935e-02,-1.453492324799299240e-02,4.169397354125976562e-01,-7.465675473213195801e-02,3.253188133239746094e-01,-7.570654898881912231e-02
5.448272228240966797e+00,2.637865841388702393e-01,-7.175350189208984375e-02,1.946447417140007019e-02,-1.452407985925674438e-02,4.168650805950164795e-01,-7.464320957660675049e-02,3.252431154251098633e-01,-7.568886876106262207e-02
5.449272632598876953e+00,2.637148201465606689e-01,-7.173405587673187256e-02,1.944994926452636719e-02,-1.451324392110109329e-02,4.167904257774353027e-01,-7.462966442108154297e-02,3.251674175262451172e-01,-7.567118853330612183e-02
5.450272560119628906e+00,2.636430859565734863e-01,-7.171461731195449829e-02,1.943543553352355957e-02,-1.450241636484861374e-02,4.167158007621765137e-01,-7.461612671613693237e-02,3.250917494297027588e-01,-7.565351575613021851e-02
5.451272487640380859e+00,2.635713815689086914e-01,-7.169518619775772095e-02,1.942093297839164734e-02,-1.449159719049930573e-02,4.166411757469177246e-01,-7.460258901119232178e-02,3.250160813331604004e-01,-7.563584297895431519e-02
5.452272415161132812e+00,2.634996771812438965e-01,-7.167576253414154053e-02,1.940644159913063049e-02,-1.448078546673059464e-02,4.165665805339813232e-01,-7.458905130624771118e-02,3.249404430389404297e-01,-7.561817765235900879e-02
5.453272819519042969e+00,2.634280025959014893e-01,-7.165633887052536011e-02,1.939196139574050903e-02,-1.446998212486505508e-02,4.164919853210449219e-01,-7.457552105188369751e-02,3.248648345470428467e-01,-7.560051232576370239e-02
5.454272747039794922e+00,2.633563578128814697e-01,-7.163692265748977661e-02,1.937749050557613373e-02,-1.445918623358011246e-02,4.164174199104309082e-01,-7.456199079751968384e-02,3.247892260551452637e-01,-7.558285444974899292e-02
5.455272674560546875e+00,2.632847130298614502e-01,-7.161751389503479004e-02,1.936303079128265381e-02,-1.444839872419834137e-02,4.163428544998168945e-01,-7.454846054315567017e-02,3.247136473655700684e-01,-7.556519657373428345e-02
